transaction_id,amount,failure_code,risk_score,risk_level,root_cause,recommended_action,policy_result,final_action,status,amount_recovered,attempts,description,cost
TX00053,7779.88,LIMIT_EXCEEDED,50,MEDIUM,limit_exceeded,create_payment_link,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00054,24574.24,TEMPORARY_BANK_ERROR,20,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,24574.24,1,"Action 'schedule_retry' executed successfully. Recovered INR 24,574.24.",1.0
TX00055,8147.3,BANK_TIMEOUT,25,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,8147.3,1,"Action 'schedule_retry' executed successfully. Recovered INR 8,147.30.",1.0
TX00056,12445.68,BANK_TIMEOUT,12,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,12445.68,1,"Action 'schedule_retry' executed successfully. Recovered INR 12,445.68.",1.0
TX00057,1420.5,CARD_EXPIRED,36,MEDIUM,expired_card,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00058,25226.81,TEMPORARY_BANK_ERROR,52,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00059,4575.29,TEMPORARY_BANK_ERROR,13,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,4575.29,1,"Action 'schedule_retry' executed successfully. Recovered INR 4,575.29.",1.0
TX00060,22166.57,TEMPORARY_BANK_ERROR,43,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,22166.57,1,"Action 'schedule_retry' executed successfully. Recovered INR 22,166.57.",1.0
TX00061,22904.21,BANK_TIMEOUT,24,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,22904.21,1,"Action 'schedule_retry' executed successfully. Recovered INR 22,904.21.",1.0
TX00062,4623.23,CARD_EXPIRED,23,LOW,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00063,15704.49,CUSTOMER_DECLINED,39,MEDIUM,customer_declined,create_payment_link,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00064,10669.32,BANK_TIMEOUT,16,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,10669.32,1,"Action 'schedule_retry' executed successfully. Recovered INR 10,669.32.",1.0
TX00065,48147.93,INSUFFICIENT_FUNDS,64,HIGH,insufficient_funds,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00066,22426.37,CARD_EXPIRED,34,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,22426.37,1,"Action 'create_payment_link' executed successfully. Recovered INR 22,426.37.",2.0
TX00067,5373.89,CARD_EXPIRED,38,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,5373.89,1,"Action 'create_payment_link' executed successfully. Recovered INR 5,373.89.",2.0
TX00068,52299.51,INSUFFICIENT_FUNDS,50,MEDIUM,insufficient_funds,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00069,22627.87,INSUFFICIENT_FUNDS,24,LOW,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00070,2971.49,INSUFFICIENT_FUNDS,34,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00071,4762.72,LIMIT_EXCEEDED,28,LOW,limit_exceeded,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00072,19000.18,BANK_TIMEOUT,16,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,19000.18,1,"Action 'schedule_retry' executed successfully. Recovered INR 19,000.18.",1.0
TX00073,7046.75,BANK_TIMEOUT,41,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00074,9911.46,CARD_EXPIRED,41,MEDIUM,expired_card,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00075,22733.93,CARD_EXPIRED,34,MEDIUM,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00076,21546.85,CUSTOMER_DECLINED,28,LOW,customer_declined,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,21546.85,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 21,546.85.",1.0
TX00077,11252.78,TEMPORARY_BANK_ERROR,37,MEDIUM,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00078,14570.24,TEMPORARY_BANK_ERROR,14,LOW,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00079,16645.8,INSUFFICIENT_FUNDS,20,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,16645.8,1,"Action 'create_payment_link' executed successfully. Recovered INR 16,645.80.",2.0
TX00080,14123.6,BANK_TIMEOUT,14,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,14123.6,1,"Action 'schedule_retry' executed successfully. Recovered INR 14,123.60.",1.0
TX00081,2326.71,TEMPORARY_BANK_ERROR,6,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,2326.71,1,"Action 'schedule_retry' executed successfully. Recovered INR 2,326.71.",1.0
TX00082,10339.96,BANK_TIMEOUT,36,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,10339.96,1,"Action 'schedule_retry' executed successfully. Recovered INR 10,339.96.",1.0
TX00083,24428.37,INSUFFICIENT_FUNDS,40,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00084,20652.17,CUSTOMER_DECLINED,27,LOW,customer_declined,create_payment_link,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00085,16883.97,TEMPORARY_BANK_ERROR,15,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,16883.97,1,"Action 'schedule_retry' executed successfully. Recovered INR 16,883.97.",1.0
TX00086,15138.81,INSUFFICIENT_FUNDS,34,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,15138.81,1,"Action 'create_payment_link' executed successfully. Recovered INR 15,138.81.",2.0
TX00087,8829.11,CUSTOMER_DECLINED,25,LOW,customer_declined,create_payment_link,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00088,34028.55,CARD_EXPIRED,45,MEDIUM,expired_card,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00089,23197.28,TEMPORARY_BANK_ERROR,24,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,23197.28,1,"Action 'schedule_retry' executed successfully. Recovered INR 23,197.28.",1.0
TX00090,59828.23,INSUFFICIENT_FUNDS,40,MEDIUM,insufficient_funds,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00091,3785.12,BANK_TIMEOUT,7,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,3785.12,1,"Action 'schedule_retry' executed successfully. Recovered INR 3,785.12.",1.0
TX00092,12903.32,INSUFFICIENT_FUNDS,33,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,12903.32,1,"Action 'create_payment_link' executed successfully. Recovered INR 12,903.32.",2.0
TX00093,15153.32,INSUFFICIENT_FUNDS,34,MEDIUM,insufficient_funds,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00094,24011.68,INSUFFICIENT_FUNDS,24,LOW,insufficient_funds,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00095,17616.46,CARD_EXPIRED,56,MEDIUM,expired_card,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00096,7590.14,LIMIT_EXCEEDED,25,LOW,limit_exceeded,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,7590.14,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 7,590.14.",1.0
TX00097,17441.21,CARD_EXPIRED,38,MEDIUM,expired_card,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,17441.21,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 17,441.21.",1.0
TX00098,17827.02,CARD_EXPIRED,31,MEDIUM,expired_card,create_payment_link,APPROVED,create_payment_link,SUCCESS,17827.02,1,"Action 'create_payment_link' executed successfully. Recovered INR 17,827.02.",2.0
TX00099,13254.61,TEMPORARY_BANK_ERROR,35,MEDIUM,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,13254.61,1,"Action 'schedule_retry' executed successfully. Recovered INR 13,254.61.",1.0
TX00100,4072.85,INSUFFICIENT_FUNDS,37,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00101,11543.31,LIMIT_EXCEEDED,52,MEDIUM,limit_exceeded,create_payment_link,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00102,6297.33,TEMPORARY_BANK_ERROR,9,LOW,temporary_bank_failure,retry_payment,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00103,24310.07,CUSTOMER_DECLINED,30,LOW,customer_declined,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,24310.07,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 24,310.07.",1.0
TX00104,19554.57,CARD_EXPIRED,37,MEDIUM,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00105,13837.41,BANK_TIMEOUT,13,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,13837.41,1,"Action 'schedule_retry' executed successfully. Recovered INR 13,837.41.",1.0
TX00106,23984.4,INSUFFICIENT_FUNDS,46,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00107,4426.66,BANK_TIMEOUT,23,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,4426.66,1,"Action 'schedule_retry' executed successfully. Recovered INR 4,426.66.",1.0
TX00108,19377.33,INSUFFICIENT_FUNDS,32,MEDIUM,insufficient_funds,mark_promise_to_pay,APPROVED,mark_promise_to_pay,SUCCESS,19377.33,1,"Action 'mark_promise_to_pay' executed successfully. Recovered INR 19,377.33.",1.0
TX00109,19630.37,INSUFFICIENT_FUNDS,47,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00110,13603.68,TEMPORARY_BANK_ERROR,13,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,13603.68,1,"Action 'schedule_retry' executed successfully. Recovered INR 13,603.68.",1.0
TX00111,23687.52,INSUFFICIENT_FUNDS,24,LOW,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00112,6364.49,INSUFFICIENT_FUNDS,29,LOW,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00113,19927.44,TEMPORARY_BANK_ERROR,17,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,19927.44,1,"Action 'schedule_retry' executed successfully. Recovered INR 19,927.44.",1.0
TX00114,12913.15,BANK_TIMEOUT,28,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,12913.15,1,"Action 'schedule_retry' executed successfully. Recovered INR 12,913.15.",1.0
TX00115,4584.43,INSUFFICIENT_FUNDS,18,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,4584.43,1,"Action 'create_payment_link' executed successfully. Recovered INR 4,584.43.",2.0
TX00116,21604.8,CARD_EXPIRED,48,MEDIUM,expired_card,schedule_retry,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00117,23429.93,INSUFFICIENT_FUNDS,39,MEDIUM,insufficient_funds,send_payment_reminder,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00118,1824.14,INSUFFICIENT_FUNDS,11,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,1824.14,1,"Action 'create_payment_link' executed successfully. Recovered INR 1,824.14.",2.0
TX00119,15877.3,TEMPORARY_BANK_ERROR,20,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,15877.3,1,"Action 'schedule_retry' executed successfully. Recovered INR 15,877.30.",1.0
TX00120,2043.0,INSUFFICIENT_FUNDS,11,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,2043.0,1,"Action 'create_payment_link' executed successfully. Recovered INR 2,043.00.",2.0
TX00121,17235.44,BANK_TIMEOUT,20,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,17235.44,1,"Action 'schedule_retry' executed successfully. Recovered INR 17,235.44.",1.0
TX00122,33597.79,BANK_TIMEOUT,25,LOW,temporary_bank_failure,stop_recovery,ESCALATE,escalate_to_human,FAILURE,0.0,1,Case escalated to human review. Automated recovery paused.,100.0
TX00123,22142.27,INSUFFICIENT_FUNDS,38,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,22142.27,1,"Action 'create_payment_link' executed successfully. Recovered INR 22,142.27.",2.0
TX00124,622.73,TEMPORARY_BANK_ERROR,5,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,622.73,1,Action 'schedule_retry' executed successfully. Recovered INR 622.73.,1.0
TX00125,22597.32,BANK_TIMEOUT,24,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,22597.32,1,"Action 'schedule_retry' executed successfully. Recovered INR 22,597.32.",1.0
TX00126,16871.86,LIMIT_EXCEEDED,35,MEDIUM,limit_exceeded,create_payment_link,APPROVED,create_payment_link,SUCCESS,16871.86,1,"Action 'create_payment_link' executed successfully. Recovered INR 16,871.86.",2.0
TX00127,2143.65,BANK_TIMEOUT,6,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,2143.65,1,"Action 'schedule_retry' executed successfully. Recovered INR 2,143.65.",1.0
TX00128,2941.1,BANK_TIMEOUT,12,LOW,temporary_bank_failure,schedule_retry,APPROVED,schedule_retry,SUCCESS,2941.1,1,"Action 'schedule_retry' executed successfully. Recovered INR 2,941.10.",1.0
TX00129,17420.38,INSUFFICIENT_FUNDS,20,LOW,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,17420.38,1,"Action 'create_payment_link' executed successfully. Recovered INR 17,420.38.",2.0
TX00130,19670.11,CARD_EXPIRED,39,MEDIUM,expired_card,mark_promise_to_pay,APPROVED,escalate_to_human,FAILURE,0.0,3,Case escalated to human review. Automated recovery paused.,100.0
TX00131,21920.41,INSUFFICIENT_FUNDS,38,MEDIUM,insufficient_funds,create_payment_link,APPROVED,create_payment_link,SUCCESS,21920.41,1,"Action 'create_payment_link' executed successfully. Recovered INR 21,920.41.",2.0
